checklist_id;count;latitude.x;longitude.x;julian_date;year;minutes_since_dawn;duration;data_source;DistanceToRiver;CanopyCover_165;ConiferCover_165;HardwoodCover_165;ShrubCover_165;OakCover_165;DiameterDiversityIndex_165;TreeBasalArea_165;DensityLiveTrees_165;CompoundTopographicIndex_mean165;Elevation_mean165;Slope_mean165;TemperateFreshwaterMeadowMarsh_165;CultivatedCropland_165;PastureHay_165;WoodyAgriculture_165;TemperateGrasslandShrublandMeadow_165;TemperateForest_165;DevelopedOpenSpace_165;DevelopedLowIntensity_165;DevelopedMediumIntensity_165;DevelopedHighIntensity_165;UplandPrairieSavannah_165;WetPrairie_165;Oaks_165;CanopyCover_315;ConiferCover_315;HardwoodCover_315;ShrubCover_315;OakCover_315;DiameterDiversityIndex_315;TreeBasalArea_315;DensityLiveTrees_315;CompoundTopographicIndex_mean315;Elevation_mean315;Slope_mean315;TemperateFreshwaterMeadowMarsh_315;CultivatedCropland_315;PastureHay_315;WoodyAgriculture_315;TemperateGrasslandShrublandMeadow_315;TemperateForest_315;DevelopedOpenSpace_315;DevelopedLowIntensity_315;DevelopedMediumIntensity_315;DevelopedHighIntensity_315;UplandPrairieSavannah_315;WetPrairie_315;Oaks_315
45.01552_-123.16893_173_13_255.35_ebird;1;45.01552;-123.16893;173;13;255.35;5;ebird;331.3608398;65.17575836;51.47691727;22.08674622;56.5188179;4.607844353;3.414918184;26.47281075;653.6205444;5.98375082;531.1624756;13.23445988;0;0;0;0;0;100;0;0;0;0;0;0;25.6198349;66.51380157;42.44445419;34.49653625;64.12956238;6.36169529;3.548710585;26.71170235;943.3770142;6.063770294;506.3288879;12.96779537;0;0;0;0;0;100;0;0;0;0;0;0;48.29932022
45.01314_-123.432919_173_13_267.27_ebird;0;45.01314;-123.432919;173;13;267.27;6;ebird;240;0;0;0;0;0;0;0;0;9.287445068;416.6793213;0.857994974;0;23.96694183;60.33057785;3.305785179;0;0;1.65289259;10.74380207;0;0;0;0;0;4.980427742;3.297759533;2.090734243;3.908137798;1.969349623;0.262423128;1.879218817;81.33667755;8.743788719;424.263855;3.380859852;0;30.3854866;43.7641716;1.133786798;0;14.7392292;6.349206448;3.6281178;0;0;0;0;8.390022278
45.014306_-123.422972_174_13_222.07_ebird;4;45.014306;-123.422972;174;13;222.07;10;ebird;84.85281372;5.726333618;3.20031333;3.26503706;3.307461023;3.576296806;0.409090906;2.858914137;53.34292221;8.839804649;401.5301514;2.484541655;0;55.37190247;12.39669418;0;0;13.22314072;6.611570358;12.39669418;0;0;0;0;5.785123825;12.40530109;7.365988731;6.765861988;9.150918007;6.411394596;0.740285039;5.080495834;191.5905151;8.393877029;402.4764099;3.613732576;0.453514725;38.09523773;14.0589571;0;3.174603224;29.0249424;7.709750652;7.482993126;0;0;3.174603224;0.453514725;12.24489784
45.011425_-123.563069_150_17_220.7_ebird;0;45.011425;-123.563069;150;17;220.7;3;ebird;120;65.6383667;57.02831268;16.61513519;29.44875717;0.147357851;2.28143549;24.09108734;958.9490967;6.354466438;846.7293091;10.89365959;0;0;0;0;0;59.50413132;9.917355537;0;0;0;0;0;0;70.21718597;64.01269531;13.47154903;26.33642006;0.132940128;2.612770081;27.58429146;946.3099976;6.316960812;837.7778931;10.46914577;0;0;0;0;0;45.35147476;5.895691395;0;0;0;0;0;0
45.012019_-123.345877_173_13_364.62_ebird;1;45.012019;-123.345877;173;13;364.62;7;ebird;30;3.739957094;3.302303314;0.540070236;2.990833044;0.545964479;0.231823146;1.674551249;95.91017151;7.92025423;234.0236511;4.133428574;0;19.00826454;39.66942215;0;19.83471107;9.917355537;0;7.438016415;0;0;19.83471107;0;9.917355537;1.950615048;1.662966251;0.323177308;1.70223403;0.311394781;0.121044219;0.880226731;49.32302094;7.810103893;240.0406952;3.504492998;0.226757362;33.78684998;45.12471771;0.90702945;7.02947855;6.122448921;1.360544205;4.308390141;0;0;7.02947855;0.226757362;6.122448921
45.013201_-123.337782_173_13_222.65_ebird;0;45.013201;-123.337782;173;13;222.65;5;ebird;0;0;0;0;0;0;0;0;0;9.248078346;191.5099487;1.200190663;0;24.79338837;66.11569977;0;0;0;0;9.090909004;0;0;0;0;0;0;0;0;0;0;0;0;0;8.864815712;195.1134033;1.308546066;0;34.01360703;58.73015976;0.90702945;0;0;0.680272102;5.442176819;0.226757362;0;0;0;0
45.01297_-123.17265_173_13_163.32_ebird;4;45.01297;-123.17265;173;13;163.32;5;ebird;349.8571167;35.97280502;14.6681366;25.88552666;36.58029938;8.31572628;1.628504157;12.3689146;755.9725342;6.53334856;387.0302734;12.5300293;0;25.6198349;13.22314072;0;0;61.15702438;0;0;0;0;0;0;53.7190094;33.89839935;17.14099693;21.62181091;34.28447723;7.701513767;1.681074142;13.00628567;597.7944946;6.739386082;392.3617554;10.77851772;0;20.18140602;14.5124712;0.226757362;2.947845697;59.86394501;0;0;0;0;2.947845697;0;44.67120361
45.0102409_-123.4670055_173_13_301.12_ebird;4;45.0102409;-123.4670055;173;13;301.12;6;ebird;67.08203888;21.0100193;11.518466;11.94717026;16.46621513;8.959495544;1.246599197;8.092558861;232.1235199;7.903322697;563.6797485;4.881813049;4.132231236;0;0;0;46.2809906;35.53718948;0;13.22314072;0;0;46.2809906;4.132231236;32.23140335;35.76103973;28.00613403;12.03688812;20.09763145;6.347560883;1.627842188;13.26754951;455.583374;8.060046196;577.8460693;5.671282768;2.267573595;0;0;0;26.75737;48.75283432;3.6281178;5.215419292;0;0;26.75737;2.267573595;35.60090637
45.011185_-123.344001_173_13_204.62_ebird;0;45.011185;-123.344001;173;13;204.62;11;ebird;90;5.390773773;5.374373436;0.118816525;3.239925623;0;0.344061971;2.540832996;136.4250488;8.024728775;223.0449371;3.358920813;0.826446295;20.66115761;39.66942215;0;13.22314072;14.87603283;0;6.611570358;0;0;13.22314072;0.826446295;14.87603283;1.699833632;1.57975173;0.148182541;1.106669545;0.149799764;0.109026305;0.78751111;42.92406464;7.944613457;227.3048248;3.004262447;0.226757362;22.67573738;59.41043091;1.133786798;6.802721024;4.761904716;0;3.854875326;0;0;6.802721024;0.226757362;4.761904716
45.0101444_-123.3001614_173_13_364.78_ebird;1;45.0101444;-123.3001614;173;13;364.78;7;ebird;417.8516541;19.59492874;4.338981628;15.95073032;15.64592075;15.96801758;1.001907468;7.674889088;421.9707947;7.079648972;418.5716858;7.132350445;0;19.83471107;39.66942215;1.65289259;0;37.19008255;1.65289259;0;0;0;0;0;32.23140335;16.10741425;5.980508804;11.69994068;13.39729309;9.106227875;0.962046027;6.601834774;260.9269409;6.701105118;427.9669189;7.0617342;0;35.14739227;28.5714283;3.854875326;0;31.06575966;0.90702945;0.453514725;0;0;0;0;28.5714283
45.010114_-123.2898831_173_13_346.82_ebird;2;45.010114;-123.2898831;173;13;346.82;12;ebird;300;9.347875595;6.505547047;3.680823088;8.833857536;2.916008234;0.465719014;3.667854548;153.4681396;6.968340397;394.5134888;4.561292648;0;0;64.4628067;4.132231236;0;19.83471107;11.57024765;0;0;0;0;0;19.83471107;5.096544266;2.276239872;3.179637432;5.12449646;2.856575966;0.290631533;2.186887503;78.45740509;7.141085625;382.0861511;5.387852669;0;0.680272102;75.28344727;3.6281178;0;10.88435364;3.401360512;2.267573595;0;0;0;0;10.88435364
45.010098_-123.281813_173_13_333.85_ebird;0;45.010098;-123.281813;173;13;333.85;5;ebird;0;0.540515661;0;0.540515661;0.435950398;0.667147934;0.034010746;0.28051737;6.022059441;7.442988873;332.7159119;6.557487965;0;2.479338884;72.72727203;10.74380207;0;0.826446295;7.438016415;5.785123825;0;0;0;0;0.826446295;2.339467764;1.607574582;1.264126539;0.898412704;0.366099328;0.091717459;1.045131445;40.16000748;7.233740807;356.3806152;5.986132145;0;4.53514719;69.61450958;10.43083858;0;2.494331121;5.442176819;5.442176819;0;0;0;0;1.133786798
45.0113_-123.17188_173_13_152.3_ebird;4;45.0113;-123.17188;173;13;152.3;5;ebird;174.9285583;33.21487808;10.66210747;26.36205864;35.81147003;14.96798038;1.67115128;11.30659294;725.6466675;6.170921803;392.6538086;11.9720459;0;14.87603283;0;0;10.74380207;74.3801651;0;0;0;0;10.74380207;0;74.3801651;39.54259872;19.54699898;27.18252754;39.64818573;9.358161926;2.129170895;16.32068443;697.9716187;6.715409756;396.677124;11.63719749;0;17.91383171;6.349206448;0;5.668934345;70.06802368;0;0;0;0;5.668934345;0;62.35827637
45.007995_-123.29545_173_13_307.78_ebird;6;45.007995;-123.29545;173;13;307.78;9;ebird;210;20.12605476;3.913398266;17.24796295;19.61134148;14.47096062;1.27502811;8.372964859;331.1016235;6.672716141;392.6007385;6.173832893;0;0;57.02479172;0.826446295;0;42.14876175;0;0;0;0;0;0;42.14876175;13.9978199;4.761660099;10.49155617;12.07426071;8.16374588;0.825343072;5.770244598;251.2760315;7.099803448;385.5791321;6.117593288;0;0.680272102;59.41043091;2.494331121;0;27.43764114;1.360544205;3.6281178;0;0;0;0;26.07709694
45.009259_-123.07791_173_13_94.67_ebird;4;45.009259;-123.07791;173;13;94.67;13;ebird;256.3200989;24.58044624;7.236971855;20.54309082;24.73748779;0.603907466;1.593064427;10.41204071;221.1564789;8.626096725;163.9877014;2.992396116;0;17.35537148;19.00826454;1.65289259;0;36.36363602;12.39669418;13.22314072;0;0;0;0;13.22314072;24.7869339;10.99282837;17.17248917;22.24022484;1.184817433;1.516914129;10.63454437;249.1138;9.003749847;157.8809662;2.793793917;0.680272102;22.67573738;17.46031761;1.133786798;0;36.28117752;4.761904716;8.163265228;0;0;0;0.680272102;8.843537331
45.00949_-123.07516_173_13_113.68_ebird;2;45.00949;-123.07516;173;13;113.68;16;ebird;30;40.39785385;23.00671196;23.10493851;32.11312485;0.842528105;2.511010885;18.80657959;325.6404724;9.536159515;113.7623825;2.893700838;9.917355537;0;0;0;0;57.02479172;0;0;0;0;0;9.917355537;11.57024765;28.2704277;14.57272434;17.331604;23.98888588;1.587789297;1.693734765;12.03273964;301.4882202;9.060285568;127.3161163;2.914375544;5.668934345;2.721088409;7.482993126;1.133786798;0.226757362;43.99092865;1.8140589;5.895691395;0;0;0.226757362;5.668934345;9.297052383
45.004_-123.424583_174_13_207.98_ebird;5;45.004;-123.424583;174;13;207.98;10;ebird;152.9705811;6.307591915;3.564080238;3.979976892;4.1420784;4.252986908;0.413323134;3.045553684;87.71327972;8.986065865;454.828186;2.257950544;0;80.99173737;4.958677769;0;0;14.04958725;0;0;0;0;0;0;11.57024765;13.72365761;10.77454662;5.097498417;7.40790987;3.847617865;0.969245791;7.177742958;124.7719727;8.374500275;466.0514221;3.390031099;0;51.92743683;17.68707466;0;0;23.80952454;4.988662243;1.360544205;0.226757362;0;0;0;13.15192699
45.003667_-123.422444_174_13_191.98_ebird;2;45.003667;-123.422444;174;13;191.98;10;ebird;210;0.276857018;0;0.276857018;0.528925598;0.337159485;0.026089257;0.078076862;3.307651281;9.34250927;448.5931091;1.366786599;0;82.64463043;1.65289259;0;0;1.65289259;9.090909004;4.958677769;0;0;0;0;1.65289259;14.71857166;9.723967552;8.443177223;9.661196709;5.510511875;0.966087997;6.264018536;207.9372559;8.49698925;445.6377869;3.484580278;0;51.92743683;13.8321991;0.453514725;0;27.43764114;4.761904716;1.587301612;0;0;0;0;15.1927433
45.003999_-123.355103_173_13_143.52_ebird;3;45.003999;-123.355103;173;13;143.52;9;ebird;523.9274902;2.129139662;0.437389255;1.718822241;3.473819971;1.923249602;0.123044632;0.984190106;35.4679718;8.90174675;293.7614746;2.28372097;0;12.39669418;70.24793243;0.826446295;0;5.785123825;3.305785179;7.438016415;0;0;0;0;5.785123825;2.230238676;0.587379813;1.835296988;2.422248125;1.441977262;0.133183673;0.85420996;45.53328323;8.236974716;297.9096375;2.931030989;0;19.04761887;61.45124817;9.523809433;0;4.761904716;2.267573595;2.947845697;0;0;0;0;4.761904716
45.00385_-123.19532_173_13_282.15_ebird;3;45.00385;-123.19532;173;13;282.15;5;ebird;90;42.87481308;10.63632011;37.72575378;48.77972412;11.25328636;1.70529592;11.12143612;976.5337524;6.743371964;325.0063171;6.178330421;0;13.22314072;15.70247936;1.65289259;0;69.4214859;0;0;0;0;0;0;69.4214859;23.89508247;4.851211548;21.67613411;26.70608139;7.246035576;1.167502522;7.593222618;435.9559937;6.871062756;315.098175;5.791879177;0;24.94330978;31.97278976;1.360544205;0;41.72335434;0;0;0;0;0;0;41.72335434
45.00169_-123.1574_173_13_293.3_ebird;1;45.00169;-123.1574;173;13;293.3;5;ebird;819.3900146;67.43928528;48.70733261;32.65977478;57.59064484;6.330917358;3.645333052;27.32518005;901.3426514;7.359219551;629.460083;7.006930828;0;0;0;0;0;69.4214859;0;0;0;0;0;0;17.35537148;67.42562866;53.11930466;27.5745163;58.25481415;2.848943233;3.980528355;27.64602089;740.8026733;7.001496315;628.1623535;8.610738754;0;0;0;0;0;85.48752594;0;0;0;0;0;0;10.20408154
44.999484_-123.285091_173_13_400.77_ebird;1;44.999484;-123.285091;173;13;400.77;11;ebird;120;0;0;0;0;0;0;0;0;7.298595428;301.1942444;5.201197147;0;0;83.47107697;0;4.132231236;0;11.57024765;0.826446295;0;0;4.132231236;0;0;1.290007949;0.413234472;1.01297617;0.929980516;0.969326973;0.075005442;0.604849219;23.68305779;7.311567783;306.2172241;5.043991566;0;0;80.95237732;2.721088409;1.587301612;2.267573595;9.523809433;2.947845697;0;0;1.587301612;0;1.8140589
44.99992_-123.1595_173_13_305.27_ebird;0;44.99992;-123.1595;173;13;305.27;5;ebird;589.4064941;70.33722687;57.9080162;24.61366653;43.26200104;1.087195039;2.762714863;23.17394447;1156.243896;6.739172459;611.2219238;11.8711071;0;0;0;0;0;53.7190094;0;0;0;0;0;0;5.785123825;69.37848663;54.46935272;27.81347656;53.15021515;5.240139008;3.599549294;27.84657478;890.2755737;6.739295483;613.4643555;10.8228426;0;0;0;0;0;80.72562408;0;0;0;0;0;0;19.50113297
44.99654_-123.50609_174_13_171.6_ebird;0;44.99654;-123.50609;174;13;171.6;6;ebird;60;60.68835449;57.23992157;9.696392059;22.72474098;0;2.502240419;29.00855827;624.5877686;5.501712799;1121.248657;20.59247971;0;0;0;0;0;76.03305817;23.96694183;0;0;0;0;0;0;68.52124023;64.15146637;12.34215164;29.68603516;0;2.968620539;32.72595978;661.7119141;5.999707222;1081.800781;18.88810921;0;0;0;0;0;86.84807587;13.15192699;0;0;0;0;0;0
44.997722_-123.425389_174_13_176.93_ebird;1;44.997722;-123.425389;174;13;176.93;10;ebird;394.5883789;42.82600403;36.88778305;11.20614815;16.43177223;1.952547073;1.4255265;16.11208344;537.5404663;7.272379398;551.930542;10.37922573;0;8.264462471;27.27272797;0.826446295;0;43.801651;4.132231236;0;0;0;0;0;19.83471107;35.48861313;32.00735474;7.308948517;15.69862843;1.167275071;1.492922902;15.59891987;388.2208252;7.247663021;576.7440186;9.19116497;0;21.76870728;22.67573738;0.680272102;0;36.28117752;4.761904716;0.90702945;0;0;0;0;9.977324486
